name/season,injury,days
lukas-kubler_23/24,Broken toe,26
lukas-kubler_22/23,Ill,5
lukas-kubler_22/23,Torn muscle fiber,31
lukas-kubler_21/22,muscular problems,14
lukas-kubler_19/20,Fitness,25
lukas-kubler_19/20,Knee surgery,199
nicolas-hofler_21/22,Corona virus,11
nicolas-hofler_19/20,Toe injury,21
amir-abrashi_22/23,unknown injury,7
amir-abrashi_22/23,Shoulder injury,10
amir-abrashi_22/23,Muscle strain,22
amir-abrashi_21/22,muscular problems,23
amir-abrashi_21/22,unknown injury,24
amir-abrashi_21/22,Torn muscle fiber,61
amir-abrashi_21/22,Torn muscle fiber,15
amir-abrashi_21/22,Broken cheekbone,8
amir-abrashi_20/21,Ill,5
amir-abrashi_20/21,unknown injury,60
amir-abrashi_20/21,bruise,4
amir-abrashi_19/20,Torn muscle fiber,25
mike-frantz_22/23,Ankle injury,32
mike-frantz_22/23,Internal ligament strain,26
mike-frantz_22/23,Ill,4
mike-frantz_22/23,Thigh problems,9
mike-frantz_21/22,Corona virus,25
mike-frantz_20/21,Torn thigh muscle,105
jerome-gondorf_23/24,Knee problems,3
jerome-gondorf_23/24,infection,4
jerome-gondorf_23/24,muscular problems,8
jerome-gondorf_21/22,Muscle injury,26
yannik-keitel_23/24,Adductor pain,32
yannik-keitel_23/24,unknown injury,32
yannik-keitel_21/22,Broken toe,130
yannik-keitel_21/22,muscular problems,33
yannik-keitel_20/21,Inner ligament injury,38
yannik-keitel_19/20,Foot injury,23
janik-haberer_23/24,Thigh problems,14
janik-haberer_20/21,Fitness,13
janik-haberer_19/20,Broken fibula,194
janik-haberer_19/20,Ankle injury,7
janik-haberer_19/20,Fitness,7
janik-haberer_19/20,Torn ankle ligaments,23
lino-tempelmann_22/23,muscular problems,3
lino-tempelmann_22/23,Torn ankle ligaments,21
lino-tempelmann_20/21,Torn ligaments,14
lino-tempelmann_20/21,Tendon tear,88
lino-tempelmann_19/20,Inner knee ligament tear,31
jonathan-schmid_22/23,muscular problems,58
jonathan-schmid_21/22,Corona virus,98
jonathan-schmid_21/22,Quarantine,14
jonathan-schmid_20/21,muscular problems,25
woo-yeong-jeong_22/23,Ill,4
woo-yeong-jeong_21/22,Corona virus,18
woo-yeong-jeong_20/21,Knee problems,4
woo-yeong-jeong_19/20,minor knock,3
vincenzo-grifo_22/23,Ill,3
vincenzo-grifo_20/21,Corona virus,12
florian-kath_22/23,Achilles tendon problems,195
florian-kath_22/23,Mononucleation,102
florian-kath_21/22,Achilles heel problems,108
florian-kath_21/22,Corona virus,12
florian-kath_21/22,Back problems,27
florian-kath_21/22,Knee problems,4
florian-kath_21/22,Food poisoning,6
florian-kath_21/22,Achilles tendon irritation,10
florian-kath_20/21,Pelvic obliquity,43
florian-kath_20/21,Fitness,51
florian-kath_20/21,Groin injury,33
florian-kath_20/21,muscular problems,16
florian-kath_19/20,Dead leg,13
roland-sallai_23/24,Ill,6
roland-sallai_23/24,Muscle injury,32
roland-sallai_22/23,muscular problems,6
roland-sallai_22/23,Eyebow fracture,56
roland-sallai_21/22,Knee problems,31
roland-sallai_20/21,Torn ligaments,25
roland-sallai_20/21,Calf problems,7
chang-hoon-kwon_22/23,Heel injury,389
chang-hoon-kwon_20/21,Ankle injury,31
chang-hoon-kwon_20/21,Calf muscle tear,9
chang-hoon-kwon_20/21,Knee injury,65
chang-hoon-kwon_20/21,Corona virus,30
chang-hoon-kwon_19/20,Torn muscle fiber,16
chang-hoon-kwon_19/20,Torn muscle fiber,21
yoric-ravet_19/20,muscular problems,3
luca-waldschmidt_23/24,Calf injury,6
luca-waldschmidt_23/24,Fitness,25
luca-waldschmidt_23/24,Broken fibula,47
luca-waldschmidt_23/24,Ill,11
luca-waldschmidt_21/22,Ankle problems,101
luca-waldschmidt_21/22,Thigh problems,28
luca-waldschmidt_21/22,Head injury,6
luca-waldschmidt_20/21,Ill,5
luca-waldschmidt_20/21,Foot injury,13
luca-waldschmidt_20/21,Corona virus,9
luca-waldschmidt_19/20,Adductor pain,7
luca-waldschmidt_19/20,cold,4
luca-waldschmidt_19/20,Knee injury,47
luca-waldschmidt_19/20,Foot injury,9
nils-petersen_21/22,Ill,7
nils-petersen_21/22,Knee problems,41
nils-petersen_21/22,Fitness,36
nils-petersen_21/22,Meniscus injury,18
nils-petersen_20/21,Corona virus,12
lucas-holer_23/24,Ill,7
lucas-holer_22/23,Metatarsal fracture,80
tim-kleindienst_22/23,Ill,5
tim-kleindienst_21/22,Ankle injury,54
tim-kleindienst_20/21,Knee surgery,28
brandon-borrello_23/24,Hamstring injury,34
brandon-borrello_23/24,Broken foot,75
brandon-borrello_21/22,Corona virus,22
brandon-borrello_21/22,Metatarsal fracture,90
robin-zentner_23/24,Finger injury,34
robin-zentner_22/23,Back problems,25
robin-zentner_20/21,Abdominal muscle strain,15
robin-zentner_20/21,Back injury,4
robin-zentner_19/20,Cruciate ligament tear,113
florian-muller_22/23,flu,5
florian-muller_21/22,Fitness,10
florian-muller_21/22,Corona virus,14
finn-dahmen_23/24,Ligament injury,16
moussa-niakhate_22/23,Hamstring injury,214
moussa-niakhate_21/22,Corona virus,7
moussa-niakhate_21/22,Hamstring injury,16
jerry-st-juste_23/24,Foot injury,23
jerry-st-juste_23/24,Ankle injury,47
jerry-st-juste_22/23,Muscle injury,181
jerry-st-juste_22/23,unknown injury,46
jerry-st-juste_22/23,unknown injury,14
jerry-st-juste_22/23,muscular problems,19
jerry-st-juste_22/23,Ankle injury,28
jerry-st-juste_21/22,Shoulder injury,77
jerry-st-juste_21/22,Shoulder injury,88
jerry-st-juste_20/21,Thigh problems,8
jerry-st-juste_19/20,Knee problems,5
jerry-st-juste_19/20,Shoulder injury,9
edimilson-fernandes_22/23,Ankle problems,3
edimilson-fernandes_21/22,minor knock,7
edimilson-fernandes_21/22,influenza,24
edimilson-fernandes_20/21,Ankle injury,28
edimilson-fernandes_20/21,Corona virus,18
edimilson-fernandes_20/21,Fitness,11
edimilson-fernandes_20/21,Corona virus,45
edimilson-fernandes_19/20,Meniscus injury,45
jeffrey-bruma_23/24,unknown injury,54
jeffrey-bruma_22/23,unknown injury,9
jeffrey-bruma_22/23,unknown injury,14
jeffrey-bruma_21/22,unknown injury,18
jeffrey-bruma_21/22,unknown injury,102
jeffrey-bruma_21/22,unknown injury,23
jeffrey-bruma_19/20,Knee injury,20
stefan-bell_23/24,Fitness,4
stefan-bell_23/24,infection,129
stefan-bell_22/23,minor knock,7
stefan-bell_19/20,Ankle injury,238
alexander-hack_21/22,Corona virus,18
ahmet-gurleyen_23/24,Knee problems,2
ahmet-gurleyen_22/23,Inner ligament injury,21
ahmet-gurleyen_20/21,Appendectomy,62
ahmet-gurleyen_20/21,Groin problems,29
ahmet-gurleyen_20/21,Groin problems,17
ahmet-gurleyen_20/21,Fitness,2
ahmet-gurleyen_19/20,unknown injury,97
aaron-martin_23/24,Muscle fatigue,27
aaron-martin_23/24,unknown injury,14
aaron-martin_19/20,Torn muscle fiber in the adductor area,10
jonathan-meier_23/24,Hip flexor problems,13
jonathan-meier_23/24,Adductor pain,4
jonathan-meier_23/24,Adductor pain,5
jonathan-meier_22/23,infection,7
jonathan-meier_20/21,Torn muscle fiber,31
jonathan-meier_20/21,infection,7
niklas-kolle_23/24,Shoulder injury,92
niklas-kolle_22/23,Thigh problems,8
niklas-kolle_22/23,Achilles tendon irritation,6
niklas-kolle_21/22,unknown injury,5
ronael-pierre-gabriel_23/24,Torn muscle fiber in the adductor area,21
phillipp-mwene_23/24,Knee injury,43
phillipp-mwene_22/23,unknown injury,18
phillipp-mwene_22/23,concussion,8
phillipp-mwene_21/22,unknown injury,133
phillipp-mwene_21/22,minor knock,4
phillipp-mwene_20/21,Fitness,11
phillipp-mwene_20/21,Capsular injury,31
phillipp-mwene_19/20,Fitness,112
niklas-tauer_23/24,Head injury,6
niklas-tauer_22/23,Torn muscle fiber,17
niklas-tauer_22/23,Hamstring strain,35
niklas-tauer_22/23,Corona virus,7
niklas-tauer_21/22,Head injury,4
pierre-kunde_21/22,Corona virus,9
pierre-kunde_21/22,sprain,22
pierre-kunde_20/21,Knee surgery,64
leandro-barreiro_23/24,Torn muscle fiber,16
danny-latza_23/24,Fitness,8
danny-latza_23/24,Torn muscle fiber,54
danny-latza_23/24,Hip flexor problems,38
danny-latza_22/23,Inflammation in the knee,23
danny-latza_21/22,Bruise on ankle,5
danny-latza_21/22,Corona virus,19
danny-latza_21/22,Appendectomy,17
danny-latza_21/22,Muscle injury,41
danny-latza_21/22,bruise,7
danny-latza_21/22,Knee injury,87
danny-latza_19/20,Back problems,48
danny-latza_19/20,Adductor pain,7
merveille-papela_22/23,Syndesmotic ligament tear,46
jean-paul-boetius_23/24,Cancer,71
jean-paul-boetius_22/23,Shoulder injury,51
jean-paul-boetius_22/23,Testicular cancer,28
alexandru-maxim_23/24,unknown injury,10
alexandru-maxim_22/23,unknown injury,9
alexandru-maxim_21/22,Fitness,11
alexandru-maxim_21/22,Broken toe,51
alexandru-maxim_20/21,Corona virus,2
erkan-eyibil_21/22,Quarantine,7
erkan-eyibil_20/21,Hamstring injury,8
levin-oztunali_21/22,Corona virus,25
levin-oztunali_20/21,Hamstring injury,35
levin-oztunali_21/22,Thigh problems,10
jean-philippe-mateta_19/20,Meniscus tear,131
robin-quaison_20/21,Knee injury,30
karim-onisiwo_23/24,Broken finger,19
karim-onisiwo_23/24,Ligament injury,16
karim-onisiwo_23/24,influenza,4
karim-onisiwo_22/23,Knee problems,15
karim-onisiwo_22/23,Foot injury,16
karim-onisiwo_21/22,bruise,7
karim-onisiwo_20/21,minor knock,3
karim-onisiwo_20/21,Thigh problems,11
karim-onisiwo_19/20,Knee injury,10
taiwo-awoniyi_23/24,Groin surgery,74
taiwo-awoniyi_22/23,Groin injury,87
taiwo-awoniyi_20/21,Torn muscle bundle,81
taiwo-awoniyi_19/20,concussion,15
jonathan-burkardt_23/24,infection,15
jonathan-burkardt_23/24,Fitness,38
jonathan-burkardt_22/23,Knee surgery,311
jonathan-burkardt_22/23,influenza,7
jonathan-burkardt_22/23,flesh wound,17
jonathan-burkardt_22/23,Hamstring injury,14
jonathan-burkardt_21/22,muscular problems,3
jonathan-burkardt_20/21,Thigh problems,10
adam-szalai_22/23,minor knock,4
adam-szalai_21/22,Ill,10
adam-szalai_21/22,minor knock,7
adam-szalai_21/22,surgery,46
adam-szalai_21/22,traffic accident,7
adam-szalai_21/22,Meniscus injury,35
adam-szalai_21/22,Quarantine,10
adam-szalai_20/21,Fitness,7
adam-szalai_20/21,Meniscus injury,35
dong-won-ji_22/23,unknown injury,226
dong-won-ji_21/22,Thigh problems,230
dong-won-ji_20/21,Hamstring injury,20
dong-won-ji_21/22,Muscle injury,33
dong-won-ji_20/21,muscular problems,7
dong-won-ji_20/21,Foot injury,50
dong-won-ji_19/20,Cartilage damage,153
cyrill-akono_23/24,Back problems,16
cyrill-akono_23/24,strain,14
cyrill-akono_23/24,muscular problems,6
cyrill-akono_22/23,bruise,21
cyrill-akono_21/22,strain,2
cyrill-akono_21/22,Acromioclavicular joint dislocation,61
cyrill-akono_20/21,Torn muscle fiber,29
cyrill-akono_20/21,muscular problems,8
tomas-koubek_23/24,Elbow injury,8
tomas-koubek_21/22,Corona virus,18
tomas-koubek_19/20,flu,8
andreas-luthe_23/24,unknown injury,7
andreas-luthe_22/23,Wrist injury,6
andreas-luthe_22/23,cold,4
andreas-luthe_21/22,muscular problems,22
andreas-luthe_21/22,Corona virus,5
andreas-luthe_20/21,Knee problems,8
andreas-luthe_20/21,Fitness,3
andreas-luthe_19/20,unknown injury,18
benjamin-leneis_21/22,stomach problems,10
benjamin-leneis_21/22,Internal ligament tear,48
jeffrey-gouweleeuw_23/24,Ankle injury,72
jeffrey-gouweleeuw_21/22,Corona virus,7
jeffrey-gouweleeuw_21/22,Quarantine,2
jeffrey-gouweleeuw_21/22,Adductor injury,21
jeffrey-gouweleeuw_19/20,Adductor pain,104
tin-jedvaj_23/24,unknown injury,32
tin-jedvaj_23/24,Rest,2
tin-jedvaj_23/24,Back problems,6
tin-jedvaj_23/24,Muscle injury,21
tin-jedvaj_21/22,Muscle injury,4
tin-jedvaj_21/22,unknown injury,25
felix-uduokhai_22/23,Hamstring injury,40
felix-uduokhai_22/23,Syndesmotic ligament tear,63
felix-uduokhai_21/22,Hamstring injury,18
felix-uduokhai_21/22,Corona virus,25
felix-uduokhai_21/22,Knock,98
felix-uduokhai_20/21,Ankle injury,66
felix-uduokhai_20/21,influenza,10
reece-oxford_23/24,muscular problems,316
reece-oxford_22/23,muscular problems,90
reece-oxford_22/23,Fitness,7
reece-oxford_22/23,Calf problems,65
reece-oxford_22/23,Knee surgery,122
reece-oxford_21/22,muscular problems,14
reece-oxford_21/22,Meniscus injury,45
reece-oxford_19/20,Dental surgery,17
reece-oxford_19/20,Thigh problems,14
marek-suchy_20/21,muscular problems,6
marek-suchy_19/20,Hip problems,123
felix-gotze_23/24,Foot injury,3
felix-gotze_23/24,Head injury,8
felix-gotze_23/24,influenza,4
felix-gotze_23/24,Abdominal muscle strain,11
felix-gotze_22/23,influenza,24
felix-gotze_22/23,Knee injury,20
felix-gotze_22/23,Torn muscle fiber,24
felix-gotze_21/22,Ankle injury,4
felix-gotze_21/22,Adductor injury,17
felix-gotze_21/22,Back problems,11
felix-gotze_21/22,Ill,4
felix-gotze_21/22,concussion,7
felix-gotze_21/22,Head injury,37
felix-gotze_20/21,Adductor injury,37
felix-gotze_20/21,Corona virus,14
jozo-stanic_21/22,Corona virus,7
jozo-stanic_21/22,muscular problems,5
jozo-stanic_20/21,Calf problems,3
philipp-max_22/23,Hamstring injury,41
philipp-max_22/23,Ill,10
philipp-max_22/23,unknown injury,6
philipp-max_21/22,unknown injury,6
philipp-max_21/22,Corona virus,18
philipp-max_21/22,Muscle injury,4
philipp-max_20/21,Ill,2
philipp-max_19/20,unknown injury,6
philipp-max_19/20,Ankle injury,20
iago_23/24,Foot bruise,35
iago_23/24,Thigh problems,16
iago_22/23,Muscle injury,68
iago_22/23,Achilles tendon problems,45
iago_22/23,Thigh problems,10
iago_22/23,minor knock,7
iago_21/22,muscular problems,17
iago_21/22,Hand injury,18
iago_21/22,Shoulder injury,25
iago_20/21,Knee problems,11
iago_20/21,Ankle injury,70
iago_20/21,Neck injury,10
iago_20/21,bruise,17
iago_20/21,muscular problems,77
iago_19/20,Tear of the lateral meniscus,59
mads-pedersen_23/24,Ankle injury,10
mads-pedersen_22/23,unknown injury,13
mads-pedersen_22/23,minor knock,3
mads-pedersen_21/22,Corona virus,7
mads-pedersen_20/21,Adductor pain,10
mads-pedersen_20/21,Muscle injury,39
mads-pedersen_19/20,minor knock,10
raphael-framberger_23/24,Cruciate ligament tear,322
raphael-framberger_22/23,muscular problems,67
raphael-framberger_22/23,laceration wound,58
raphael-framberger_22/23,infection,10
raphael-framberger_20/21,Torn muscle fiber,56
raphael-framberger_20/21,Hamstring injury,25
raphael-framberger_19/20,infection,7
stephan-lichtsteiner_19/20,Knee injury,12
georg-teigl_23/24,unknown injury,14
georg-teigl_23/24,Foot injury,13
georg-teigl_23/24,Shoulder injury,35
georg-teigl_22/23,Back problems,8
georg-teigl_22/23,Bone marrow swelling,20
georg-teigl_21/22,Broken jaw,160
georg-teigl_21/22,unknown injury,6
georg-teigl_21/22,Ill,2
georg-teigl_20/21,Back problems,6
simon-asta_23/24,Ill,2
simon-asta_23/24,Stomach flu,2
simon-asta_22/23,muscular problems,2
simon-asta_22/23,Ankle problems,3
simon-asta_22/23,Knee injury,7
simon-asta_21/22,Thigh problems,8
simon-asta_19/20,Cruciate ligament tear,207
rani-khedira_23/24,Calf injury,19
rani-khedira_23/24,Calf injury,57
rani-khedira_20/21,muscular problems,15
carlos-gruezo_22/23,Muscle injury,16
carlos-gruezo_21/22,Fitness,2
carlos-gruezo_21/22,Knee problems,39
carlos-gruezo_20/21,Corona virus,22
carlos-gruezo_20/21,muscular problems,13
carlos-gruezo_20/21,cold,7
carlos-gruezo_19/20,Fitness,18
carlos-gruezo_19/20,Ankle injury,120
daniel-baier_19/20,Tonsillitis,12
daniel-baier_19/20,Calf problems,22
daniel-baier_19/20,Calf injury,11
tim-rieder_23/24,bruise,3
tim-rieder_22/23,Fitness,91
tim-rieder_22/23,Knee medial ligament tear,96
tim-rieder_21/22,Capsular injury,19
tim-rieder_19/20,Knee injury,63
stefano-russo_22/23,Hip flexor problems,8
stefano-russo_21/22,Torn muscle fiber,14
eduard-lowen_23/24,Knee injury,64
eduard-lowen_22/23,Hamstring injury,27
eduard-lowen_21/22,Fitness,4
eduard-lowen_21/22,Corona virus,6
eduard-lowen_21/22,Corona virus,21
eduard-lowen_21/22,muscular problems,17
eduard-lowen_20/21,muscular problems,56
eduard-lowen_20/21,muscular problems,15
eduard-lowen_20/21,Thigh problems,18
eduard-lowen_20/21,bruise,23
eduard-lowen_19/20,Knee injury,24
jan-moravek_22/23,muscular problems,60
jan-moravek_21/22,Adductor injury,50
jan-moravek_20/21,unknown injury,42
jan-moravek_20/21,Muscle injury,128
jan-moravek_19/20,Fitness,15
marco-richter_22/23,muscular problems,7
marco-richter_22/23,Fitness,10
marco-richter_22/23,Testicular cancer,28
marco-richter_21/22,cold,7
marco-richter_21/22,Dead leg,7
marco-richter_20/21,Ankle injury,14
marco-richter_19/20,Thigh problems,18
fredrik-jensen_23/24,Calf injury,47
fredrik-jensen_23/24,Ill,5
fredrik-jensen_22/23,Ankle injury,95
fredrik-jensen_22/23,Inflammation of the sole of the foot,11
fredrik-jensen_22/23,minor knock,3
fredrik-jensen_22/23,Corona virus,11
fredrik-jensen_22/23,Head injury,7
fredrik-jensen_21/22,Dead leg,84
fredrik-jensen_21/22,Ill,25
fredrik-jensen_20/21,Ankle problems,10
fredrik-jensen_20/21,Thigh problems,63
fredrik-jensen_20/21,Ankle problems,80
ruben-vargas_23/24,muscular problems,7
ruben-vargas_23/24,Adductor pain,15
ruben-vargas_22/23,Ankle ligament tear,18
ruben-vargas_22/23,Ankle injury,25
ruben-vargas_22/23,Metatarsal bruise,3
ruben-vargas_22/23,Muscle injury,81
ruben-vargas_21/22,Ligament injury,14
ruben-vargas_21/22,Tonsillitis,4
ruben-vargas_21/22,Corona virus,4
ruben-vargas_21/22,influenza,11
ruben-vargas_20/21,Muscle injury,7
ruben-vargas_20/21,muscular problems,4
ruben-vargas_19/20,Foot bruise,10
andre-hahn_22/23,Cartilage damage,483
andre-hahn_22/23,Ankle injury,18
andre-hahn_21/22,influenza,7
andre-hahn_20/21,Corona virus,31
andre-hahn_19/20,Tendon irritation,32
andre-hahn_19/20,Ill,7
noah-sarenren-bazee_23/24,Cruciate ligament tear,243
noah-sarenren-bazee_21/22,Cruciate ligament tear,301
noah-sarenren-bazee_21/22,Knee injury,39
noah-sarenren-bazee_20/21,Knee injury,18
noah-sarenren-bazee_20/21,Ligament tear,60
noah-sarenren-bazee_20/21,muscular problems,14
florian-niederlechner_22/23,muscular problems,15
florian-niederlechner_21/22,Corona virus,5
florian-niederlechner_21/22,Metatarsal bruise,26
florian-niederlechner_21/22,Ankle injury,17
florian-niederlechner_21/22,Groin surgery,23
florian-niederlechner_20/21,Abdominal muscle strain,12
florian-niederlechner_20/21,Injury to abdominal muscles,7
michael-gregoritsch_23/24,Calf problems,33
michael-gregoritsch_22/23,Ankle problems,8
michael-gregoritsch_22/23,Ill,4
michael-gregoritsch_22/23,Pelvic contusion,0
michael-gregoritsch_21/22,Corona virus,4
michael-gregoritsch_21/22,muscular problems,14
michael-gregoritsch_20/21,cold,7
alfred-finnbogason_23/24,Muscle injury,45
alfred-finnbogason_22/23,Shoulder injury,42
alfred-finnbogason_22/23,Broken collarbone,85
alfred-finnbogason_21/22,Adductor injury,35
alfred-finnbogason_21/22,muscular problems,55
alfred-finnbogason_21/22,Achilles tendon problems,33
alfred-finnbogason_21/22,Inner ligament injury,12
alfred-finnbogason_20/21,Muscle injury,8
alfred-finnbogason_20/21,Calf injury,66
alfred-finnbogason_20/21,muscular problems,20
alfred-finnbogason_20/21,Muscle injury,11
alfred-finnbogason_20/21,Ankle injury,20
alfred-finnbogason_20/21,Hamstring injury,15
alfred-finnbogason_19/20,Knee injury,33
alfred-finnbogason_19/20,Shoulder injury,66
sergio-cordova_23/24,unknown injury,1
sergio-cordova_22/23,Muscle injury,43
sergio-cordova_21/22,Fitness,13
sergio-cordova_21/22,Muscle injury,22
sergio-cordova_20/21,Fitness,13
sergio-cordova_20/21,Corona virus,18
sergio-cordova_20/21,Facial injury,4
sergio-cordova_19/20,muscular problems,20
sergio-cordova_19/20,Ankle injury,44
sergio-cordova_19/20,Fitness,32
maurice-malone_23/24,Meniscus injury,77
seong-hoon-cheon_21/22,Ill,4
seong-hoon-cheon_21/22,unknown injury,3
seong-hoon-cheon_20/21,unknown injury,12
timo-horn_23/24,Injury to abdominal muscles,21
timo-horn_22/23,Torn muscle fiber,14
timo-horn_21/22,influenza,7
timo-horn_21/22,Knee injury,38
thomas-kessler_19/20,Calf injury,29
julian-krahl_23/24,Hand injury,29
julian-krahl_21/22,Knee injury,57
sebastiaan-bornauw_23/24,Thigh problems,10
sebastiaan-bornauw_21/22,Bruised back,14
sebastiaan-bornauw_20/21,Back problems,70
sebastiaan-bornauw_19/20,muscular problems,7
jorge-mere_23/24,Cruciate ligament tear,252
jorge-mere_20/21,Thigh problems,13
jorge-mere_20/21,Fitness,7
jorge-mere_19/20,Knee bruise,4
jorge-mere_19/20,ankle sprain,14
jorge-mere_19/20,Muscle injury,18
toni-leistner_23/24,Muscle injury,7
toni-leistner_22/23,Achilles tendon problems,47
toni-leistner_22/23,Achilles tendon problems,27
toni-leistner_20/21,Fitness,24
toni-leistner_20/21,Torn muscle bundle,45
rafael-czichos_21/22,Leg injury,5
rafael-czichos_21/22,Foot injury,13
rafael-czichos_19/20,Cervical spine injury,97
lasse-sobiech_22/23,unknown injury,28
lasse-sobiech_21/22,Ankle problems,41
lasse-sobiech_20/21,Shoulder injury,115
lasse-sobiech_20/21,unknown injury,30
lasse-sobiech_20/21,unknown injury,10
lasse-sobiech_20/21,Ill,26
lasse-sobiech_19/20,Muscle injury,35
jonas-hector_22/23,open wound,14
jonas-hector_21/22,Corona virus,11
jonas-hector_21/22,Ill,7
jonas-hector_20/21,Thigh problems,25
jonas-hector_20/21,Neck injury,77
jonas-hector_19/20,Coccyx bruise,4
jonas-hector_19/20,muscular problems,7
noah-katterbach_23/24,muscular problems,28
noah-katterbach_23/24,Fitness,32
noah-katterbach_23/24,Cruciate ligament tear,92
noah-katterbach_22/23,Cruciate ligament tear,64
noah-katterbach_19/20,Ankle injury,20
noah-katterbach_19/20,Torn muscle fiber,8
noah-katterbach_19/20,Torn muscle fiber,39
ismail-jakobs_23/24,Hamstring injury,14
ismail-jakobs_22/23,Hip injury,16
ismail-jakobs_20/21,Ligament injury,21
ismail-jakobs_20/21,muscular problems,22
ismail-jakobs_20/21,Hamstring injury,24
ismail-jakobs_19/20,muscular problems,7
ismail-jakobs_19/20,Corona virus,14
ismail-jakobs_19/20,Knock,0
ismail-jakobs_19/20,Torn muscle bundle,92
kingsley-ehizibue_23/24,muscular problems,6
kingsley-ehizibue_23/24,Fever,7
kingsley-ehizibue_22/23,Cruciate ligament tear,211
kingsley-schindler_23/24,unknown injury,13
kingsley-schindler_23/24,unknown injury,5
kingsley-schindler_20/21,Dead leg,21
benno-schmitz_23/24,muscular problems,17
benno-schmitz_22/23,Ill,4
benno-schmitz_22/23,Ankle injury,10
benno-schmitz_21/22,Hamstring injury,24
benno-schmitz_20/21,Ankle injury,21
matthias-bader_23/24,muscular problems,11
matthias-bader_22/23,surgery,26
matthias-bader_21/22,Fitness,5
matthias-bader_20/21,bruise,35
matthias-bader_20/21,Hamstring strain,15
ellyes-skhiri_23/24,Calf problems,4
ellyes-skhiri_23/24,Back problems,10
ellyes-skhiri_23/24,Back problems,7
ellyes-skhiri_23/24,Hamstring injury,14
ellyes-skhiri_22/23,Broken cheekbone,3
ellyes-skhiri_21/22,Thigh problems,14
ellyes-skhiri_21/22,Ill,35
ellyes-skhiri_21/22,Knee injury,38
birger-verstraete_23/24,unknown injury,11
birger-verstraete_23/24,Knee injury,13
birger-verstraete_19/20,Meniscus injury,43
marco-hoger_23/24,Knee injury,92
marco-hoger_22/23,Cruciate ligament tear,217
marco-hoger_22/23,Injury to abdominal muscles,10
elvis-rexhbecaj_23/24,Metatarsal fracture,90
elvis-rexhbecaj_22/23,Torn muscle fiber,14
elvis-rexhbecaj_20/21,Dead leg,12
vincent-koziello_20/21,unknown injury,32
niklas-hauptmann_23/24,Ankle problems,4
niklas-hauptmann_22/23,Calf problems,5
niklas-hauptmann_22/23,Stomach flu,5
niklas-hauptmann_22/23,Inflammation of the sole of the foot,48
niklas-hauptmann_19/20,Groin surgery,74
niklas-hauptmann_19/20,Corona virus,11
niklas-hauptmann_19/20,Groin surgery,65
niklas-hauptmann_19/20,Groin problems,25
niklas-hauptmann_19/20,pneumonia,54
niklas-hauptmann_19/20,Adductor pain,9
marcel-risse_22/23,muscular problems,12
marcel-risse_22/23,Torn muscle fiber,15
marcel-risse_21/22,infection,2
marcel-risse_21/22,Muscle injury,19
marcel-risse_21/22,Back problems,6
marcel-risse_20/21,strain,5
marcel-risse_20/21,Fitness,9
marcel-risse_20/21,Corona virus,14
marcel-risse_20/21,Torn muscle fiber in the adductor area,21
marcel-risse_19/20,Knee problems,90
marcel-risse_19/20,Hamstring injury,29
marcel-risse_19/20,Adductor pain,10
marcel-risse_19/20,Hamstring injury,15
louis-schaub_21/22,Corona virus,3
louis-schaub_20/21,minor knock,14
louis-schaub_20/21,Quarantine,7
louis-schaub_20/21,Corona virus,7
dominick-drexler_23/24,Ill,2
dominick-drexler_23/24,Torn muscle fiber,41
dominick-drexler_23/24,Shin bruise,5
dominick-drexler_23/24,Adductor injury,25
dominick-drexler_22/23,Muscle injury,24
dominick-drexler_22/23,Corona virus,6
dominick-drexler_22/23,muscular problems,7
dominick-drexler_21/22,Corona virus,17
dominick-drexler_21/22,muscular problems,16
dominick-drexler_21/22,flesh wound,17
dominick-drexler_21/22,Knee problems,10
dominick-drexler_19/20,Torn muscle fiber in the adductor area,14
florian-kainz_22/23,Ill,4
florian-kainz_21/22,Corona virus,11
florian-kainz_20/21,Knee surgery,203
florian-kainz_19/20,Heel injury,24
darko-churlinov_22/23,Blood poisoning,133
darko-churlinov_22/23,unknown injury,79
darko-churlinov_21/22,muscular problems,8
darko-churlinov_21/22,Shoulder injury,20
darko-churlinov_20/21,Fitness,7
darko-churlinov_20/21,Broken nose bone,11
darko-churlinov_20/21,bruise,7
jan-thielmann_23/24,Fitness,29
jan-thielmann_22/23,Knee injury,109
jan-thielmann_22/23,Muscle injury,37
jan-thielmann_22/23,Muscle injury,17
jan-thielmann_22/23,Virus,32
jan-thielmann_21/22,Ligament injury,80
jan-thielmann_21/22,Ill,14
jan-thielmann_21/22,Ill,18
jan-thielmann_20/21,Muscle injury,32
jan-thielmann_19/20,Thigh problems,4
jhon-cordoba_21/22,Hamstring injury,149
jhon-cordoba_20/21,Ligament injury,51
jhon-cordoba_20/21,Torn muscle fiber,27
jhon-cordoba_20/21,Ligament injury,50
jhon-cordoba_19/20,Muscle injury,9
jhon-cordoba_19/20,Hamstring injury,19
mark-uth_23/24,Ill,9
mark-uth_23/24,Fitness,17
mark-uth_23/24,Knee injury,85
mark-uth_23/24,Fitness,18
mark-uth_23/24,muscle stiffness,33
mark-uth_23/24,Fitness,13
mark-uth_22/23,Inflammation of pubic bone,197
mark-uth_22/23,Pubic bone irritation,45
mark-uth_22/23,Ill,0
mark-uth_22/23,surgery,38
mark-uth_22/23,Adductor pain,21
